supersense_category	text
noun.artifact	bulkhead
noun.body	sinews
verb.contact	spasm
verb.contact	crush
noun.person	Charmian
verb.motion	moved in
verb.body	put up
noun.communication	icons
noun.person	Saint Olga
verb.contact	Patching
noun.communication	translator
noun.person	Toby
noun.communication	German
noun.communication	modulation
noun.state	static
noun.person	Hillary
noun.person	Dr. Nagashima
noun.person	BBC
noun.substance	ice crystal
noun.communication	French
noun.person	Toby
noun.person	Hofmannstahl
noun.communication	French
noun.person	Hillary
verb.communication	Speak
noun.cognition	complex
noun.event	sizzle
noun.state	static
noun.person	Hiro
noun.artifact	consoles
noun.state	elation
noun.phenomenon	adrenaline
noun.event	rush
noun.artifact	wisps
noun.artifact	barbiturate
noun.person	kid
noun.person	surfer
noun.artifact	jump suit
noun.substance	pheromones
noun.artifact	sleeves
verb.contact	plastered
noun.artifact	patches
noun.communication	logos
noun.artifact	backers
noun.person	backer
noun.attribute	trademark
verb.contact	stitched
noun.person	HALPERT
noun.person	TOBY
noun.act	rendezvous
noun.substance	nylon
noun.communication	capitals
noun.person	surfer
noun.attribute	good looks
verb.cognition	associate
noun.person	partners
noun.group	CIA
noun.person	NEVSKY
noun.communication	Cyrillic
noun.location	KGB
verb.stative	conferred
noun.person	kid
noun.location	Moscow
noun.person	ticker
verb.contact	tucked
noun.artifact	microsyringe
verb.contact	loaded
noun.substance	euphorohallucinogens
verb.motion	ticked
noun.artifact	surrogate
noun.artifact	pad
noun.artifact	handgun
noun.artifact	target
noun.artifact	vial
noun.artifact	opium
verb.contact	chained
noun.artifact	Tick
noun.artifact	cocaine
noun.person	Hiro
noun.person	Russian
verb.change	finishing
noun.person	Toby
noun.artifact	implant
noun.person	Hiro
noun.feeling	awkwardness
verb.change	deepen
noun.person	clowns
noun.act	thumbs up
noun.artifact	Bauhaus
noun.artifact	coffin
noun.artifact	lid
verb.weather	hissed down
noun.animal	giant
noun.artifact	faceplate
noun.location	Heaven
noun.person	Leni Hofmannstahl
verb.stative	take
noun.person	Olga
noun.person	hitchhiker
noun.body	thumb
noun.attribute	wavelength
verb.stative	made it
noun.group	At Tyuratam
noun.location	Kazakhstan
noun.time	gray
noun.quantity	centimeters
noun.artifact	magnetic tape
noun.act	technology
noun.person	Alyut
verb.perception	butt
verb.contact	spliced
noun.artifact	footage
noun.artifact	footage
noun.person	Olga
verb.motion	blipped
noun.person	amateur
noun.person	volunteer
noun.person	Kurtz
noun.artifact	work suit
verb.motion	climbed through
noun.person	Alyut
noun.artifact	hatch
noun.location	East German
noun.person	specialist
noun.act	space medicine
noun.group	American
noun.artifact	cigarettes
noun.attribute	vice
verb.motion	negotiated
noun.artifact	air lock
noun.substance	airscrubber core
verb.body	chinned
noun.quantity	globules
noun.body	vomit
verb.motion	swinging
verb.motion	swirling
noun.phenomenon	wake
noun.artifact	crawlway
noun.artifact	command module
noun.person	Kurtz
noun.animal	seaweed
noun.artifact	keyboards
noun.artifact	command console
noun.artifact	navigational
noun.artifact	display
verb.motion	gone after
noun.artifact	communications ~gear
verb.contact	deactivated
noun.artifact	work suit
verb.motion	unfolded
noun.artifact	vicegrip pliers
noun.plant	flower
verb.contact	extended
verb.contact	sealed
noun.artifact	surgical
noun.artifact	glove
noun.quantity	centimeters
noun.substance	quartz
noun.artifact	faceplate
noun.animal	seashell
noun.person	Olga
verb.change	came back
noun.body	blue
noun.event	martyrdom
noun.artifact	libraries
noun.artifact	aisles
noun.artifact	relics
noun.person	saint
verb.change	pared
noun.location	Plesetsk
noun.artifact	laboratories
noun.artifact	slides
verb.contact	racked
verb.stative	numbered
noun.artifact	subbasement
noun.cognition	complex
noun.object	seashell
noun.cognition	Exobiology
noun.quantity	tenths
noun.quantity	grams
noun.person	Olga
noun.object	seashell
verb.creation	generated
noun.time	subbranch
noun.person	Olga
noun.animal	seashell
noun.act	findings
noun.artifact	shell
noun.object	biosphere
noun.object	biospheres
noun.person	Olga
noun.person	Major Grosz
noun.location	Tovyevski Coordinates
noun.artifact	flares
verb.communication	probed
noun.cognition	specific anomaly
noun.cognition	irritant
noun.person	Grosz
verb.motion	tumbling
verb.social	committed suicide
noun.person	Highway
verb.motion	towed
noun.location	Alyut
noun.location	Tsiolkovsky
noun.artifact	recording gear
noun.attribute	order
verb.stative	functioned
noun.person	Grosz
noun.location	Plesetsk
noun.animal	bulldozers
verb.change	excavating
noun.object	subbasement
noun.person	cosmonaut
noun.location	Moscow
noun.person	caller
noun.person	director
noun.group	Central Intelligence Agency
noun.location	United States of America
verb.communication	authorized
noun.location	Soviet Union
verb.consumption	avail
noun.cognition	psychiatry
noun.communication	Russian
noun.artifact	bonephone
noun.event	static
noun.phenomenon	sandstorm
noun.location	Heaven
verb.perception	counted
noun.quantity	meter
noun.artifact	command console
noun.communication	mystery story
noun.artifact	prop
noun.artifact	set piece
noun.person	Bavarian
verb.contact	glued
noun.artifact	alp
noun.artifact	amusement park
noun.artifact	touch
noun.person	returnees
noun.communication	cover stories
noun.artifact	props
noun.person	Hiro
noun.person	customers
verb.stative	hanging around
verb.contact	massaged
noun.state	scar
verb.motion	gone in
noun.artifact	bonephone
noun.artifact	dummy console
verb.contact	let in
noun.location	Heaven
verb.motion	snaked
noun.location	left vlewport
noun.cognition	biotecture
noun.person	ecologists
noun.substance	nitrogen
noun.act	shortfalls
noun.person	Russians
noun.cognition	biodesign
verb.possession	borrow
noun.person	Americans
noun.cognition	program
noun.location	Tslolkovsky
noun.state	rot
noun.plant	wheat
noun.group	ecosystem
noun.event	debacle
verb.change	paved
verb.emotion	irritates
verb.perception	smells
noun.substance	cinnamon
verb.change	take shape
verb.weather	reflected
noun.location	Heaven
noun.location	Heaven
verb.motion	runs
noun.location	Greenwich Standard
noun.artifact	mirrors
verb.motion	swiveling
noun.location	Greenwich Standard
noun.communication	birdsongs
noun.person	Birds
noun.phenomenon	gravity
verb.social	make do
noun.location	Heaven
verb.change	lives up
noun.plant	wildflowers
verb.stative	maintain
noun.animal	algae
noun.animal	diatom algae
noun.object	ponds
noun.person	Charmian
verb.emotion	expects
noun.person	Bambi
verb.motion	gamboling out
noun.person	Hiro
noun.person	Disney
noun.person	engineers
verb.communication	sworn to
noun.communication	secrecy
noun.communication	Act
verb.motion	getting fragments
noun.person	Hofmannstahl
noun.person	Hiro
noun.person	handler
noun.person	surrogate
noun.cognition	gestalt
verb.contact	tapering off
noun.person	Schone Maschine
noun.person	Hillary
noun.feeling	expectations
noun.artifact	hatch
noun.location	Heaven
noun.food	wine
noun.person	Charmian
verb.communication	sighed
noun.phenomenon	gust
noun.state	static
noun.person	Charmian
noun.location	Clearing Five
verb.social	taking care
noun.person	Chilean
noun.artifact	carp pond
noun.person	bitch
noun.person	Charmian
verb.contact	flicking
noun.substance	pebbles
noun.location	Chinese bighead
noun.animal	carp
noun.group	cluster
verb.contact	tucked
noun.plant	Marlboro
noun.substance	muddy
verb.contact	hacked
noun.artifact	jump suit
noun.time	midthigh
noun.artifact	welding
verb.perception	clanging
noun.shape	hollow
noun.artifact	sphere
noun.food	vodka
noun.quantity	zero
noun.phenomenon	gravity
noun.person	chaser
noun.quantity	handful
verb.motion	flipped
noun.phenomenon	surface tension
noun.communication	jokes
verb.contact	Shook
noun.artifact	balls
verb.contact	batting
verb.motion	tumbling
noun.time	somersaults
noun.artifact	drawstring
noun.artifact	pants
noun.person	tourists
verb.motion	take home
noun.person	Tsiolkovsky
noun.group	NASA
noun.artifact	T - shirt
noun.attribute	sizes
noun.act	hang
verb.motion	gliding
noun.artifact	corn canisters
noun.person	surrogate
noun.person	Hiro
verb.motion	clicked in
verb.motion	moved in
noun.person	Hiro
verb.body	gritted
noun.location	Uno
noun.location	Clearing Five
noun.act	hypnotics
noun.person	translator
noun.body	ass
verb.cognition	Thought
noun.communication	Spanish
noun.person	Guy
noun.communication	Chilean
noun.artifact	pebbles
noun.object	pond
noun.communication	Mexican
noun.group	culture vultures
noun.artifact	pebbles
verb.contact	spreading
noun.person	A bighead
noun.animal	pebble
verb.social	make it
noun.person	Little Jorge
noun.artifact	pebbles
verb.motion	skip
noun.object	pond
noun.person	Chilean Jorge
noun.attribute	count
verb.stative	runs
noun.person	Suicide
noun.animal	meatshots
noun.person	candidates
noun.location	Wards
noun.artifact	diaper cases
noun.person	mumblers
noun.person	Charmian
noun.person	surrogates
noun.substance	seashells
noun.person	Heaven
noun.location	Heaven
noun.person	Frenchman
noun.quantity	centimeter
noun.communication	coded
noun.person	kid
verb.competition	wins
noun.time	merry - go - round
noun.plant	Rosetta
noun.state	cancer
verb.motion	pick
verb.communication	stumble across
noun.person	Charmian
noun.person	suckers
noun.artifact	landing strips
noun.person	Charmian
noun.group	civilizations
verb.emotion	wish on
noun.act	scam
verb.perception	up
noun.person	Toby
verb.perception	squinting
noun.group	elite
noun.artifact	slab
noun.artifact	imitation rosewood
noun.communication	issue
noun.communication	notepad
verb.change	sharpened
noun.person	Freudians
noun.person	Jungians
noun.person	Adlerians
noun.person	Skinner rat men
noun.cognition	heart
noun.cognition	hand
noun.act	profession
noun.group	faction
noun.cognition	psychiatry
verb.motion	popping back
noun.location	Highway
verb.body	drooling
verb.communication	singing
noun.communication	nursery rhymes
verb.contact	shoot
verb.contact	cracked
noun.artifact	shell
noun.artifact	reflector
noun.person	Kremlin
noun.group	CIA
verb.social	going nuts
noun.act	show
noun.person	spacemen
noun.person	supershrinks
noun.person	weirdo
noun.person	Berkeley
noun.communication	drawl
noun.feeling	mellowness
noun.artifact	dope
noun.artifact	reflector
verb.change	concentrating
noun.artifact	matchs
noun.artifact	fires
verb.contact	screw up
noun.location	focal point
noun.person	Hiro
verb.motion	rock
verb.emotion	brace
verb.contact	function
noun.communication	quotes
verb.communication	Teach
noun.animal	houseflies
noun.artifact	airport
verb.motion	blunder
noun.location	Rio
verb.motion	make
noun.person	flies
noun.location	Highway
verb.change	unravels
noun.person	shaman
noun.person	mystic
verb.creation	mapping
noun.cognition	hierarchies
noun.person	demons
noun.person	angels
noun.person	saints
noun.location	Highway
verb.social	governed
noun.communication	Rule
noun.group	couples
noun.animal	intelligences
verb.creation	build
noun.artifact	Recording instruments
noun.possession	waste
noun.quantity	Dozens
noun.cognition	schools
noun.location	Saint Olga
noun.communication	wake
noun.person	heresies
verb.motion	shoulder
noun.group	track
verb.motion	fall down
noun.attribute	quiet
noun.location	Heaven
noun.cognition	paradigms
verb.perception	shatter
noun.object	shards
verb.change	tinkling
noun.cognition	lifework
noun.cognition	think tank
noun.communication	footnote
verb.stative	takes
noun.person	traveler
verb.motion	Flies
noun.artifact	airport
verb.motion	hitching
noun.artifact	rides
noun.person	Flies
noun.animal	flies
noun.process	flowering
noun.feeling	paranoia
verb.creation	projecting
noun.cognition	way
verb.change	solidifying
verb.stative	becoming
noun.act	Smart flies
verb.stative	stick
noun.group	Black Box
noun.location	Black Box
noun.artifact	Highway
verb.change	remaining
noun.communication	equation
noun.communication	Highway
verb.cognition	concentrate
verb.stative	on
noun.location	Highway
noun.person	Olga
noun.person	madwoman
noun.animal	seashell
noun.Tops	artifacts
noun.artifact	technologies
noun.group	Black Box
noun.person	theorists
verb.change	optimize
noun.quantity	worth
noun.animal	flies
noun.artifact	airport
noun.artifact	artifacts
noun.person	Charmian
verb.communication	calls
noun.animal	pack rats
noun.artifact	hold
noun.communication	pretties
noun.animal	rats
verb.creation	Dreaming
noun.location	lights
verb.creation	staged
noun.group	Leni Hofmannstahl
noun.location	Clearing Three
noun.location	Elysium
noun.substance	reproductions
noun.plant	vine maples
noun.animal	dragonfly
noun.quantity	meter
noun.body	abdomen
verb.stative	housing
verb.stative	like
noun.animal	pupa
noun.animal	larval
noun.artifact	sensors
noun.artifact	probes
noun.object	rise
noun.object	hillock
noun.artifact	~
verb.motion	slpted
verb.social	support
noun.artifact	formats
noun.group	Grand Prix
noun.artifact	washing machines
noun.artifact	pods
noun.act	pretense
noun.artifact	vessels
noun.artifact	Modules
